item_id,cluster,pattern,mean_demand,std,lead_time,safety_stock,reorder_point,policy_description,pattern_policy_type,recommended_service_level,holding_cost_weight,shortage_cost_weight,safety_stock_opt,reorder_point_opt,order_up_to_level_opt,optimal_order_qty,estimated_total_cost
HOUSEHOLD_1_276,2,volatile,2.3972602739726026,1.6369675631943585,7.0,11.433863961938043,28.214685879746263,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,8.8786,25.6594,46.1178,170.7825,124.5826
FOODS_2_012,0,burst,2.4054794520547946,2.232372365139172,7.0,13.64355787837656,30.481914042760124,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,11.1038,27.9422,49.3799,187.4033,118.1997
HOUSEHOLD_2_015,4,burst,2.408219178082192,2.1700859243039097,7.0,13.26288273929823,30.120416985873575,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,10.794,27.6516,48.9801,187.51,117.5695
FOODS_3_309,2,volatile,2.410958904109589,1.8038086723176792,7.0,12.59921298159263,29.475925310359756,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,9.7835,26.6602,47.5894,171.2698,127.1287
FOODS_2_124,4,burst,2.4246575342465753,2.781008040316871,7.0,16.996646594811413,33.96924933453744,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,13.8328,30.8054,53.5077,188.1489,124.5933
HOUSEHOLD_2_326,4,burst,2.4328767123287673,2.1093756429072266,7.0,12.891840591051363,29.921977577352735,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,10.4921,27.5222,48.8983,188.4675,117.3821
HOBBIES_1_368,0,burst,2.4383561643835616,1.693444871302015,7.0,10.349802513349328,27.418295664034257,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,8.4232,25.4917,46.0492,188.6796,112.9237
HOUSEHOLD_1_422,0,burst,2.4438356164383563,1.7666776963537847,7.0,10.797378510433736,27.904227825502232,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,8.7875,25.8943,46.6411,188.8915,113.8333
FOODS_2_314,2,volatile,2.4575342465753423,1.871263148648203,7.0,13.07036789225069,30.273107618278086,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,10.1493,27.3521,48.7588,172.9162,129.0277
HOBBIES_1_002,4,burst,2.4575342465753423,3.0430030446469383,7.0,18.59787767133029,35.800617397357684,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,15.1359,32.3387,55.8109,189.4202,128.104
HOUSEHOLD_1_035,0,burst,2.4575342465753423,2.994771900916954,7.0,18.303104088169885,35.50584381419728,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,14.896,32.0988,55.4717,189.4202,127.5747
FOODS_3_670,4,burst,2.4602739726027396,2.2898929701719033,7.0,13.995105727749076,31.217023535968252,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,11.39,28.6119,50.5517,189.5257,119.8922
HOUSEHOLD_1_290,0,burst,2.4657534246575343,2.2827722673862705,7.0,13.95158623158095,31.21186020418369,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,11.3545,28.6148,50.5783,189.7367,119.9195
HOUSEHOLD_2_378,0,burst,2.4657534246575343,1.8918723775349457,7.0,11.562529031661223,28.82280300426396,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,9.4102,26.6705,47.8286,189.7367,115.6298
HOUSEHOLD_2_238,4,burst,2.4767123287671233,2.3795442672421814,7.0,14.543026262670056,31.880012564039916,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,11.8359,29.1729,51.4124,190.1578,121.1921
HOUSEHOLD_2_398,0,burst,2.4821917808219176,1.7170238807527163,7.0,10.49391000418694,27.869252469940363,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,8.5405,25.9158,46.8288,190.3681,114.0267
HOBBIES_1_289,0,burst,2.4876712328767123,1.9238201183216672,7.0,11.75778357669759,29.171482206834575,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,9.5691,26.9828,48.3602,190.5781,116.4011
HOBBIES_2_146,0,burst,2.493150684931507,2.335366454003403,7.0,14.27302536081522,31.725080155335768,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,11.6161,29.0682,51.3318,190.7878,121.0223
FOODS_2_133,0,burst,2.5013698630136987,2.944192138616169,7.0,17.993976486878214,35.503565527974104,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,14.6444,32.154,55.7296,191.1021,127.8606
FOODS_2_319,4,burst,2.5287671232876714,2.6935759684510936,7.0,16.462289266457393,34.16365912947109,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,13.3979,31.0993,54.3502,192.1458,125.6322
HOUSEHOLD_2_179,0,burst,2.5287671232876714,1.9590224807885255,7.0,11.972929345957382,29.67429920897108,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,9.7442,27.4456,49.1831,192.1458,117.5712
HOUSEHOLD_2_417,0,burst,2.5287671232876714,1.8254518823404577,7.0,11.156587852381334,28.85795771539503,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,9.0798,26.7812,48.2435,192.1458,116.1054
HOUSEHOLD_1_189,0,burst,2.5315068493150683,4.49935516479768,7.0,27.49864384854209,45.21919179374757,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,22.3798,40.1004,67.091,192.2498,145.5009
HOUSEHOLD_2_104,2,volatile,2.536986301369863,1.8071520647075232,7.0,12.62256585346155,30.38146996305059,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,9.8016,27.5605,49.3794,175.6891,129.8255
HOBBIES_2_016,0,burst,2.5452054794520547,2.133268728009662,7.0,13.037867613504552,30.854305969668935,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,10.6109,28.4273,50.639,192.7693,119.7952
FOODS_3_244,0,burst,2.547945205479452,1.7731289154586216,7.0,10.836806332878334,28.6724227712345,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,8.8196,26.6552,48.144,192.873,115.8948
HOBBIES_2_046,0,burst,2.547945205479452,2.0678138897646465,7.0,12.637828225828308,30.473444664184473,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,10.2853,28.1209,50.2169,192.873,119.1287
HOUSEHOLD_2_433,4,burst,2.547945205479452,2.2837282505289536,7.0,13.957428899919634,31.7930453382758,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,11.3593,29.1949,51.7357,192.873,121.4982
HOUSEHOLD_1_464,0,burst,2.5561643835616437,2.313421559846615,7.0,14.138905068771415,32.03205575370292,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,11.507,29.4001,52.0596,193.1839,121.9794
HOUSEHOLD_2_088,4,burst,2.5643835616438357,2.3403630942475218,7.0,14.303563254686619,32.254248186193465,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,11.641,29.5917,52.3642,193.4942,122.4303
FOODS_3_778,4,burst,2.56986301369863,2.7523558805632553,7.0,16.821533604683275,34.81057470057368,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,13.6903,31.6793,55.339,193.7008,127.0548
HOBBIES_2_061,0,burst,2.5835616438356164,2.3851079696936557,7.0,14.577029862427942,32.66196136927726,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,11.8636,29.9485,52.9475,194.2164,123.2824
FOODS_2_202,2,volatile,2.5972602739726027,1.8410738477422863,7.0,12.859502162577536,31.04032408038576,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,9.9856,28.1664,50.4834,177.7639,131.5286
HOUSEHOLD_2_271,0,burst,2.6,1.977622059694168,7.0,12.086604123192291,30.28660412319229,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,9.8367,28.0367,50.3112,194.8333,119.1191
HOBBIES_1_185,2,volatile,2.6246575342465754,1.9720422853610722,7.0,13.774288339597812,32.14689107932384,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,10.6959,29.0685,51.8716,178.699,133.8588
FOODS_1_081,2,volatile,2.627397260273973,2.228268698776813,7.0,15.56397435434937,33.955755176267175,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,12.0857,30.4774,53.8753,178.7922,137.376
HOUSEHOLD_2_377,2,volatile,2.632876712328767,2.2031480221006148,7.0,15.388511867367042,33.818648853668414,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,11.9494,30.3795,53.7593,178.9786,137.1485
FOODS_2_037,4,burst,2.6356164383561644,2.3630261994970043,7.0,14.442073027072095,32.89138809556525,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,11.7537,30.203,53.5209,196.1632,124.0135
HOUSEHOLD_2_461,2,volatile,2.663013698630137,1.7443398928820468,7.0,12.18383643453225,30.82493232494321,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,9.4609,28.102,50.662,180.0,131.5635
HOUSEHOLD_2_462,2,volatile,2.663013698630137,1.7490583690612687,7.0,12.216793968910995,30.857889859321954,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,9.4865,28.1276,50.6982,180.0,131.6272
HOUSEHOLD_2_296,4,burst,2.671232876712329,2.3838674512836895,7.0,14.569448204013838,33.26807834100014,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,11.8574,30.556,54.1661,197.4842,124.9027
HOUSEHOLD_2_270,4,burst,2.682191780821918,3.202477683726676,7.0,19.572536515166124,38.347878980919546,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,15.9292,34.7045,60.0779,197.8889,134.0885
HOBBIES_2_060,0,burst,2.684931506849315,2.7107676639124585,7.0,16.56735950282001,35.361880050765215,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,13.4834,32.2779,56.6574,197.9899,128.7429
HOBBIES_1_195,2,volatile,2.695890410958904,1.992598830132987,7.0,13.917871353540319,32.78910423025265,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,10.8074,29.6787,53.0265,181.1077,135.5817
HOUSEHOLD_2_143,4,burst,2.7013698630136984,2.3676211661606517,7.0,14.47015601833452,33.379745059430405,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,11.7766,30.6862,54.4738,198.5951,125.2798
HOBBIES_2_103,2,volatile,2.7260273972602738,2.2030216136063143,7.0,15.387628931406695,34.46982071222861,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,11.9487,31.0309,55.0624,182.1172,139.0299
HOUSEHOLD_2_045,2,volatile,2.736986301369863,2.2899389867414923,7.0,15.99472796177315,35.15363207136219,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,12.4201,31.5791,55.8826,182.4829,140.4235
HOBBIES_2_028,0,burst,2.747945205479452,3.410073538129472,7.0,20.841297094308572,40.07691353266473,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,16.9617,36.1974,62.4588,200.2998,137.5721
HOBBIES_1_163,2,volatile,2.756164383561644,1.9967684264150363,7.0,13.9469950806911,33.24014576562261,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,10.8301,30.1232,53.9023,183.1211,136.8461
HOBBIES_1_227,0,burst,2.76986301369863,2.4899073712584023,7.0,15.217530848372865,34.60657194426328,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,12.3848,31.7739,56.2929,201.097,127.8728
FOODS_2_053,2,volatile,2.780821917808219,1.829599242601853,7.0,12.779354530368714,32.24510795502625,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,9.9234,29.3891,52.9653,183.9384,135.0783
FOODS_2_323,0,burst,2.791780821917808,2.423655933439633,7.0,14.812622894609653,34.35508864803431,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,12.0553,31.5978,56.1337,201.8911,127.5428
HOUSEHOLD_2_098,2,volatile,2.797260273972603,1.9772033614731737,7.0,13.810337338667669,33.39115925647589,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,10.7239,30.3048,54.3276,184.4813,137.3979
FOODS_2_011,4,burst,2.8,3.2767915156998697,7.0,20.026719286608472,39.62671928660847,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,16.2988,35.8988,62.25,202.188,137.0536
HOUSEHOLD_2_050,4,burst,2.8,2.4963709924344446,7.0,15.257034468376572,34.85703446837657,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,12.417,32.017,56.7603,202.188,128.4892
HOBBIES_2_003,2,volatile,2.8109589041095893,2.1030826173879222,7.0,14.68957668349049,34.36628901225761,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,11.4067,31.0834,55.4849,184.9324,139.369
HOBBIES_2_053,2,volatile,2.8109589041095893,2.051504516513069,7.0,14.329314817539169,34.006027146306295,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,11.1269,30.8036,55.0893,184.9324,138.6723
HOUSEHOLD_1_057,0,burst,2.841095890410959,2.6945119038743224,7.0,16.468009409439205,36.35568064231592,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,13.4025,33.2902,58.7294,203.6664,131.4028
HOUSEHOLD_2_163,2,volatile,2.8465753424657536,2.2491806928192255,7.0,15.710040104477741,35.63606750173801,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,12.1991,32.1251,57.1042,186.1003,142.0434
HOUSEHOLD_2_019,2,volatile,2.8493150684931505,1.8713516364281797,7.0,13.07098596023279,33.016191439684846,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,10.1498,30.095,54.2444,186.1899,136.9932
HOBBIES_2_088,2,volatile,2.8602739726027395,2.0054006564436624,7.0,14.007289338228412,34.02920714644759,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,10.8769,30.8988,55.4261,186.5476,139.0186
HOUSEHOLD_2_332,2,volatile,2.8602739726027395,1.7742619364790226,7.0,12.392835429774026,32.4147532379932,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,9.6232,29.6451,53.6531,186.5476,135.8963
HOBBIES_1_128,2,volatile,2.871232876712329,1.8299612266995864,7.0,12.781882910907786,32.880513047894084,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,9.9253,30.024,54.2338,186.9046,136.8629
HOUSEHOLD_1_229,2,volatile,2.873972602739726,2.275166181423561,7.0,15.891543115512782,36.00935133469086,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,12.34,32.4578,57.687,186.9938,142.9304
HOUSEHOLD_2_220,4,burst,2.873972602739726,2.811965573022303,7.0,17.1858492994471,37.30365751862518,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,13.9868,34.1046,60.0159,204.8414,133.2792
HOUSEHOLD_2_012,4,burst,2.8876712328767122,2.721704843338563,7.0,16.63420410404179,36.847902734178774,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,13.5378,33.7515,59.5727,205.329,132.5325
HOBBIES_1_187,2,volatile,2.8958904109589043,1.8005217769513173,7.0,12.576254729198936,32.84748760591127,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,9.7657,30.0369,54.3532,187.7054,136.9457
HOUSEHOLD_2_133,2,volatile,2.8958904109589043,2.2360949057492348,7.0,15.618638715374352,35.88987159208668,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,12.1281,32.3993,57.6942,187.7054,142.8297
HOBBIES_2_002,2,volatile,2.9123287671232876,2.5971214626226544,7.0,18.140331038881595,38.526632408744604,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,14.0862,34.4725,60.6936,188.2374,148.0258
HOUSEHOLD_1_368,2,volatile,2.9123287671232876,2.029449744448384,7.0,14.175267010380987,34.561568380244,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,11.0073,31.3936,56.3393,188.2374,140.3574
FOODS_2_224,2,volatile,2.9178082191780823,2.2638670641179863,7.0,15.812621227830526,36.2372787620771,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,12.2787,32.7034,58.2141,188.4144,143.6302
HOUSEHOLD_2_137,2,volatile,2.9205479452054797,2.5947410309340175,7.0,18.123704238992257,38.56753985543061,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,14.0733,34.5172,60.7904,188.5029,148.1529
FOODS_2_188,4,burst,2.9287671232876713,3.4290885379520244,7.0,20.957510793549627,41.45888065656332,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,17.0563,37.5577,65.124,206.7849,141.0233
HOBBIES_1_199,2,volatile,2.9342465753424656,2.0302803342732925,7.0,14.181068500453058,34.720794527850316,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,11.0118,31.5515,56.6525,188.9444,140.7928
HOUSEHOLD_2_155,2,volatile,2.947945205479452,1.875236951257878,7.0,13.098124042996865,33.733740481353024,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,10.1709,30.8065,55.655,189.385,138.9627
HOUSEHOLD_2_240,0,burst,2.9506849315068493,3.673902739971047,7.0,22.453738209215057,43.108532729763,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,18.274,38.9288,67.153,207.5572,144.0961
HOUSEHOLD_2_406,2,volatile,2.9534246575342467,1.9401825415267686,7.0,13.551754927785566,34.22572753052529,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,10.5231,31.1971,56.2299,189.5609,139.9456
HOUSEHOLD_2_471,2,volatile,2.9643835616438357,2.4598629609273384,7.0,17.181610126329613,37.93229505783646,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,13.3418,34.0925,60.3695,189.9123,147.1765
HOBBIES_2_118,0,burst,2.967123287671233,2.9490198965322385,7.0,18.023482225069245,38.79334523876788,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,14.6685,35.4383,62.2841,208.1346,136.4299
HOUSEHOLD_2_367,2,volatile,2.9726027397260273,1.9227713139675873,7.0,13.430141273490822,34.238360451573016,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,10.4287,31.2369,56.3649,190.1754,140.0791
HOUSEHOLD_1_340,2,volatile,2.9917808219178084,2.1945082195005257,7.0,15.328164717057815,36.27063047048247,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,11.9026,32.845,58.7177,190.7878,144.1173
HOUSEHOLD_2_391,2,volatile,2.9945205479452053,1.9527305769888954,7.0,13.63940023835211,34.601044073968545,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,10.5912,31.5528,56.9015,190.8752,140.9037
HOUSEHOLD_2_424,2,volatile,3.0,1.930097076645298,7.0,13.48131013948285,34.48131013948285,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,10.4684,31.4684,56.8046,191.0497,140.7026
HOUSEHOLD_1_472,2,volatile,3.010958904109589,2.005456954028268,7.0,14.007682564666272,35.0843948934334,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,10.8772,31.9539,57.5361,191.3984,141.9298
HOUSEHOLD_2_036,2,volatile,3.0136986301369864,1.8773750575548005,7.0,13.11305825249792,34.20894866345682,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,10.1825,31.2784,56.592,191.4854,140.2519
HOUSEHOLD_2_048,2,volatile,3.0164383561643837,2.264089809274097,7.0,15.81417705451299,36.929245547663676,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,12.2799,33.395,59.5966,191.5724,145.528
HOUSEHOLD_1_415,2,volatile,3.0246575342465754,2.010124157085949,7.0,14.040281967393671,35.2128847071197,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,10.9025,32.0751,57.7637,191.8333,142.2538
HOBBIES_1_315,2,volatile,3.03013698630137,2.201815243338684,7.0,15.379202696313257,36.590161600422846,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,11.9422,33.1531,59.3107,192.0069,144.9475
HOUSEHOLD_2_053,2,volatile,3.03013698630137,2.6189653256176584,7.0,18.292905691858042,39.50386459596763,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,14.2047,35.4157,62.5104,192.0069,150.5826
HOUSEHOLD_2_405,4,burst,3.032876712328767,3.7539742601338317,7.0,22.94311016024368,44.17324714654505,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,18.6723,39.9025,68.8669,210.4281,146.4102
HOUSEHOLD_2_455,2,volatile,3.0356164383561643,1.871222925546734,7.0,13.070086942596792,34.31940201108994,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,10.1491,31.3984,56.8517,192.1805,140.5858
HOUSEHOLD_2_190,0,burst,3.0383561643835617,3.0470049308497367,7.0,18.622335941322874,39.890829092007806,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,15.1558,36.4243,63.9706,210.6181,138.7469
HOUSEHOLD_2_231,2,volatile,3.041095890410959,1.8519247202171054,7.0,12.935293157179357,34.22296439005607,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,10.0445,31.3321,56.7803,192.3538,140.4291
FOODS_3_112,4,burst,3.043835616438356,2.8027158287739153,7.0,17.129317771381352,38.43616708644984,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,13.9407,35.2476,62.3289,210.808,136.161
HOUSEHOLD_2_244,4,burst,3.052054794520548,3.3618786279515325,7.0,20.54674495922385,41.91112852086769,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,16.722,38.0864,66.3773,211.0924,142.4395
HOUSEHOLD_2_001,4,burst,3.0547945205479454,2.5207404009934553,7.0,15.405972630006225,36.789534273841845,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,12.5382,33.9218,60.4988,211.1871,133.2562
HOUSEHOLD_2_324,2,volatile,3.0547945205479454,2.1793890347537923,7.0,15.222560485491847,36.60612212932747,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,11.8205,33.2041,59.4839,192.7866,145.1123
HOBBIES_1_020,2,volatile,3.0602739726027397,2.0223164097135093,7.0,14.125442211901557,35.547360020120735,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,10.9686,32.3905,58.3558,192.9594,143.0942
HOBBIES_2_078,2,volatile,3.073972602739726,2.346965974393666,7.0,16.393049121968712,37.910857341146794,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,12.7295,34.2473,61.0378,193.3908,147.7386
HOUSEHOLD_2_252,2,volatile,3.073972602739726,2.4945009519435652,7.0,17.42354899310931,38.94135721228739,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,13.5296,35.0475,62.1694,193.3908,149.7316
FOODS_3_797,2,volatile,3.0767123287671234,2.162271429065272,7.0,15.102997716383147,36.63998401775301,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,11.7277,33.2647,59.6595,193.477,145.2953
HOBBIES_1_406,2,volatile,3.0876712328767124,2.230652174227184,7.0,15.58062241425532,37.19432104439231,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,12.0986,33.7123,60.3374,193.8212,146.4256
FOODS_2_263,4,burst,3.115068493150685,3.2050642976216865,7.0,19.58834508587623,41.393824537931025,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,15.942,37.7475,66.1564,213.2604,141.8026
HOBBIES_2_007,2,volatile,3.126027397260274,3.0796222919029814,7.0,21.51049485125918,43.392686632081094,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,16.7032,38.5854,67.3863,195.0214,158.614
HOUSEHOLD_2_394,4,burst,3.126027397260274,2.639619280180807,7.0,16.1325229555869,38.01471473640882,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,13.1295,35.0117,62.3323,213.6352,135.7848
HOBBIES_1_399,2,volatile,3.1342465753424658,2.8198774025491233,7.0,19.696233043966394,41.63595907136366,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,15.2944,37.2341,65.509,195.2776,155.259
HOUSEHOLD_2_090,0,burst,3.1397260273972605,3.113191523693075,7.0,19.026847582988147,41.00492977476897,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,15.4851,37.4631,65.8553,214.1028,141.2156
HOUSEHOLD_2_444,2,volatile,3.147945205479452,2.598610659492236,7.0,18.150732756546727,40.18634919490289,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,14.0943,36.1299,64.0036,195.7039,152.5258
FOODS_2_218,2,volatile,3.164383561643836,2.136892697803722,7.0,14.925732774000966,37.07641770550782,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,11.5901,33.7407,60.6922,196.2142,146.5948
FOODS_3_528,2,volatile,3.175342465753425,2.411498372718869,7.0,16.84379395050284,39.07119121077682,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,13.0795,35.3069,62.9519,196.5536,150.508
HOUSEHOLD_1_001,2,volatile,3.180821917808219,2.0635945337004293,7.0,14.413760969635192,36.679514394292724,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,11.1925,33.4583,60.3601,196.7232,145.9101
HOBBIES_1_220,2,volatile,3.1945205479452055,2.5705373369809053,7.0,17.95464667776836,40.3162905133848,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,13.9421,36.3037,64.4403,197.1463,153.012
HOUSEHOLD_2_166,2,volatile,3.1945205479452055,1.9898016364605875,7.0,13.898333561439538,36.25997739705598,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,10.7923,33.1539,59.9859,197.1463,145.1671
FOODS_3_365,2,volatile,3.197260273972603,2.3168027302432455,7.0,16.1823653930904,38.56318731089862,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,12.5659,34.9467,62.5324,197.2308,149.6351
HOBBIES_1_157,2,volatile,3.208219178082192,1.9159361629241258,7.0,13.382399223527578,35.83993347010292,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,10.3916,32.8492,59.6111,197.5686,144.4226
HOUSEHOLD_2_039,2,volatile,3.208219178082192,2.2593975556476034,7.0,15.781402678986854,38.2389369255622,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,12.2545,34.712,62.2455,197.5686,149.0623
HOUSEHOLD_2_363,2,volatile,3.2273972602739724,2.3674335964307316,7.0,16.536011029863513,39.127791851781325,Volatile demand → highest safety stock,high_resilience_replenishment,0.98,1.2,7.0,12.8405,35.4322,63.3427,198.1582,150.8755
HOUSEHOLD_2_226,4,burst,3.232876712328767,2.797764747242383,7.0,17.09905831803437,39.72919530433574,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,13.9161,36.5463,64.9406,217.2556,139.3305
FOODS_2_064,4,burst,3.2356164383561645,4.0848611508479875,7.0,24.96538678181134,47.61470185030449,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,20.3182,42.9675,74.0328,217.3476,153.5011
HOBBIES_1_240,0,burst,3.2383561643835614,3.3283097274786804,7.0,20.34158239599428,43.01007554667921,Burst demand → higher safety stock,buffered_replenishment,0.97,1.0,6.0,16.5551,39.2235,68.7494,217.4396,145.2447
