item_id,dyn_1,dyn_2,dyn_3,dyn_4,dyn_5,dyn_6,dyn_7,dyn_8,dyn_9,dyn_10,dyn_11,dyn_12,dyn_13,dyn_14,dyn_15,dyn_16
FOODS_2_298,-2.1336002,3.848397,2.2295623,6.790957,-2.0792508,1.1208011,8.842022,-1.0490757,1.6057003,3.5684252,0.58745086,4.0108347,3.237128,-0.33404163,-4.3858743,2.134561
FOODS_3_193,-2.081424,3.8703446,2.2344608,6.7807965,-2.072714,1.1404605,8.816334,-1.0378,1.5966331,3.5476573,0.5795563,4.027388,3.287411,-0.34701356,-4.369044,2.1735911
HOUSEHOLD_2_472,-2.688955,3.5373125,2.165723,6.743443,-1.8697122,0.58360225,9.183661,-1.0272076,1.5595264,3.937368,0.82804674,4.157675,2.5923016,-0.0704516,-4.7491045,1.9089818
FOODS_1_029,-2.1319034,3.8805814,2.2077487,6.7797284,-1.9823952,1.0166715,8.850869,-1.0640465,1.5599742,3.5825372,0.58313435,4.1136007,3.1991374,-0.3632015,-4.4214683,2.1788387
HOUSEHOLD_2_268,-2.6449137,3.547816,2.1769526,6.737377,-1.898662,0.64434046,9.149545,-1.0171875,1.5683932,3.9112177,0.81523067,4.129115,2.6520426,-0.07475957,-4.721023,1.9258678
HOUSEHOLD_2_480,-2.149326,3.8782475,2.2068617,6.80431,-2.0309694,1.0553892,8.875302,-1.0594207,1.5843031,3.5790484,0.59154993,4.0781984,3.2122738,-0.3528603,-4.4134827,2.15046
HOUSEHOLD_1_206,-2.159811,3.856742,2.2124429,6.7954035,-2.0306218,1.0531703,8.870825,-1.0618305,1.5855203,3.587746,0.59147704,4.0646534,3.194068,-0.344048,-4.4160614,2.1396518
HOUSEHOLD_1_302,-2.7006075,3.5975564,2.1333103,6.7818165,-1.8307196,0.53500783,9.214742,-1.0831839,1.5428319,3.912267,0.80451643,4.1980934,2.5638347,-0.14614844,-4.7381015,1.9034922
HOUSEHOLD_2_431,-2.116616,3.877689,2.2182376,6.7926245,-2.046201,1.0924826,8.847136,-1.0485286,1.588001,3.5632544,0.587586,4.0595407,3.2496247,-0.35241696,-4.3941774,2.164967
HOUSEHOLD_2_443,-2.121388,3.8657954,2.222171,6.7801194,-2.0347214,1.0800371,8.8342905,-1.0532826,1.5856876,3.5691552,0.5844725,4.055825,3.2310767,-0.3505414,-4.3947024,2.1609895
HOBBIES_1_386,-2.1456313,3.8733163,2.2094543,6.7987304,-2.026022,1.0550549,8.868759,-1.0590265,1.582063,3.58055,0.5918338,4.07806,3.2122583,-0.35071626,-4.4129105,2.153658
HOUSEHOLD_2_390,-2.1039326,3.8766005,2.2232065,6.787558,-2.050118,1.1044211,8.835679,-1.0459434,1.5882988,3.5588279,0.58420295,4.0538254,3.261804,-0.35169291,-4.3874903,2.1706343
FOODS_1_119,-2.7255533,3.5492933,2.1484053,6.739997,-1.8172373,0.5148354,9.200691,-1.0459346,1.5394207,3.9463918,0.83634114,4.195303,2.540707,-0.087044805,-4.771785,1.9110203
HOUSEHOLD_1_073,-2.124576,3.8786223,2.2148626,6.7954173,-2.0406857,1.0825154,8.854398,-1.051217,1.5853724,3.5677261,0.5886904,4.0655813,3.2404616,-0.35288113,-4.399633,2.1631684
HOUSEHOLD_1_210,-2.218319,3.8042638,2.2207997,6.761038,-2.00722,1.0110699,8.858558,-1.0732993,1.5868587,3.612004,0.59670544,4.03491,3.1071374,-0.32126632,-4.4404693,2.1051204
HOUSEHOLD_2_043,-2.1229272,3.884332,2.2136014,6.7966514,-2.0410383,1.0829067,8.854152,-1.0516593,1.584854,3.5636759,0.58662117,4.0680447,3.2443986,-0.35622343,-4.3999567,2.1654398
FOODS_1_002,-2.1186173,3.8844779,2.2131474,6.7925305,-2.0268202,1.0712632,8.853779,-1.0526122,1.578038,3.5667105,0.58641493,4.0815077,3.2415504,-0.3581464,-4.4036045,2.1733868
HOBBIES_1_145,-2.2383265,3.8599124,2.1674857,6.7946887,-1.8685983,0.8320164,8.93605,-1.111694,1.5194666,3.6560562,0.58860666,4.218749,3.0260332,-0.36295375,-4.500786,2.1464565
FOODS_2_043,-2.807304,3.5533462,2.1174026,6.753608,-1.7487464,0.39672515,9.259544,-1.086333,1.5177339,3.974581,0.84859294,4.256015,2.4289503,-0.10731316,-4.8112993,1.8816351
HOUSEHOLD_1_401,-2.1814742,3.8632529,2.1999257,6.8064547,-2.0052726,1.0114487,8.898384,-1.0694932,1.5752362,3.6021657,0.5976139,4.097561,3.165382,-0.34715867,-4.4368057,2.1388159
HOUSEHOLD_2_416,-2.885305,3.6124825,2.070684,6.7824206,-1.6547077,0.27890247,9.293383,-1.15878,1.4899926,3.9670577,0.8410843,4.315791,2.328414,-0.17473179,-4.834971,1.8664926
FOODS_2_154,-2.157667,3.8709996,2.2071245,6.7893133,-2.009586,1.0368928,8.860497,-1.0643849,1.5773647,3.5833597,0.5920073,4.080881,3.1954079,-0.35454494,-4.4206195,2.151865
FOODS_3_484,-2.1615074,3.8734913,2.2033453,6.7950463,-2.0002425,1.0219206,8.872628,-1.0665187,1.5724692,3.5892804,0.5935365,4.096596,3.1872709,-0.3549331,-4.4278197,2.1544685
HOBBIES_1_050,-2.1272938,3.884217,2.211248,6.792983,-2.0264528,1.0691081,8.852882,-1.0535887,1.5801734,3.5688052,0.59047043,4.078047,3.2378685,-0.35636938,-4.4065366,2.168461
HOUSEHOLD_2_139,-2.1340296,3.8933043,2.201073,6.790162,-1.9811485,1.0148889,8.86549,-1.062552,1.5598072,3.5803912,0.5882884,4.1260614,3.2086327,-0.36759466,-4.4259644,2.1833537
HOUSEHOLD_2_054,-2.1301107,3.8782277,2.2113595,6.7831707,-2.0069766,1.047593,8.844404,-1.0580808,1.5738978,3.5744045,0.5886143,4.086404,3.2196443,-0.35852787,-4.411025,2.1706362
FOODS_3_062,-2.152943,3.8808196,2.2013764,6.7963943,-1.990969,1.016186,8.874373,-1.0672352,1.5675217,3.5887716,0.59186,4.1108103,3.1928334,-0.3578045,-4.4285827,2.1637878
HOUSEHOLD_1_126,-2.253371,3.8909957,2.1586666,6.833485,-1.9294324,0.88792986,8.967559,-1.1008637,1.5481429,3.6354268,0.606458,4.1869564,3.0780358,-0.36772284,-4.4940205,2.1279306
FOODS_3_064,-4.522585,3.192259,1.6322643,6.788958,-0.7261469,-1.5328941,10.244993,-1.5348003,1.2279587,4.642657,1.372135,4.9136095,0.31667322,0.011511978,-5.612717,1.1914662
FOODS_1_030,-2.7290514,3.5991096,2.118994,6.7781205,-1.7756715,0.46430266,9.229945,-1.0886468,1.5239415,3.9400375,0.8082992,4.25801,2.5224845,-0.14085917,-4.7752657,1.914109
HOUSEHOLD_2_113,-2.1588008,3.889278,2.1948364,6.8016577,-1.9844213,1.0027888,8.886993,-1.0679107,1.5633409,3.59006,0.59391266,4.12646,3.1884484,-0.36355838,-4.435383,2.1661034
FOODS_2_086,-2.1317978,3.8520231,2.22072,6.7570963,-2.0184448,1.0635605,8.815201,-1.0570785,1.5829868,3.5690875,0.58587116,4.0472345,3.206413,-0.3509596,-4.394795,2.1536238
HOUSEHOLD_1_006,-2.59453,3.655444,2.148699,6.7545586,-1.8237908,0.6119955,9.094078,-1.1148267,1.5324035,3.8224566,0.7364071,4.1690454,2.6562696,-0.21526177,-4.660604,1.957707
FOODS_2_216,-2.3972533,3.8409836,2.1199527,6.863265,-1.8631388,0.72744894,9.091199,-1.1327586,1.5325664,3.7257874,0.6427941,4.254447,2.8953316,-0.34369627,-4.585998,2.0553925
HOUSEHOLD_2_315,-2.1321406,3.8940842,2.2019088,6.7930784,-1.9936411,1.0315746,8.863888,-1.059352,1.5652686,3.575866,0.59129566,4.113945,3.2209637,-0.3648391,-4.4209456,2.1807916
FOODS_2_058,-2.19761,3.8780293,2.1866102,6.800516,-1.9539949,0.95207566,8.901653,-1.0828191,1.5561719,3.6115468,0.59776163,4.144599,3.1349075,-0.36173615,-4.458819,2.1501799
HOUSEHOLD_2_207,-2.1664286,3.8940675,2.189082,6.804685,-1.9728758,0.9877296,8.893605,-1.0715438,1.5592551,3.593259,0.5955813,4.138194,3.1799476,-0.3666311,-4.442884,2.1674976
HOUSEHOLD_2_310,-2.2065077,3.8852484,2.178072,6.8106704,-1.9461702,0.9358664,8.920793,-1.0865134,1.5525179,3.6162386,0.599581,4.16117,3.1257598,-0.36465752,-4.4674067,2.1493235
FOODS_2_264,-2.1691666,3.8825145,2.1934106,6.7936397,-1.9653673,0.9789153,8.883434,-1.0743817,1.5569255,3.5984848,0.5936387,4.1352587,3.165388,-0.36380765,-4.443102,2.1639047
HOBBIES_1_351,-2.1853068,3.8855858,2.1864417,6.8017883,-1.9557017,0.9596546,8.899012,-1.0791368,1.5555642,3.6057866,0.59708506,4.1483784,3.1503003,-0.3650782,-4.454029,2.159156
HOUSEHOLD_2_297,-2.1413918,3.896672,2.1971784,6.795314,-1.9793092,1.0098279,8.872485,-1.0637807,1.5591052,3.5818415,0.5915101,4.1306505,3.2065074,-0.3679133,-4.4309883,2.1815643
FOODS_3_223,-2.2427363,3.883045,2.1458938,6.7746086,-1.8363328,0.811009,8.9158535,-1.1107965,1.5018845,3.6292994,0.6016699,4.2344294,3.0344782,-0.38654137,-4.5039363,2.160469
FOODS_3_145,-2.2028096,3.8864205,2.1794279,6.805117,-1.942893,0.93766135,8.914194,-1.0832248,1.5506966,3.613533,0.60248005,4.1610756,3.1308308,-0.3665938,-4.466797,2.154036
FOODS_3_104,-2.7328799,3.623352,2.0902636,6.744287,-1.6770982,0.37358278,9.20132,-1.1135093,1.4776696,3.9286563,0.79702926,4.319891,2.4762268,-0.17874825,-4.7957263,1.9415215
HOBBIES_1_363,-2.188247,3.8907938,2.1829352,6.802952,-1.9488561,0.9510166,8.902868,-1.0792478,1.5507971,3.60629,0.5993971,4.1578484,3.1479628,-0.36873224,-4.459477,2.1632628
FOODS_1_023,-2.7177176,3.6814754,2.0500908,6.856002,-1.646668,0.3015066,9.335415,-1.1571151,1.460722,3.973198,0.7645032,4.4610434,2.463279,-0.23181756,-4.8375516,1.9448483
HOUSEHOLD_1_309,-2.1898782,3.897552,2.177382,6.806767,-1.9325675,0.9313969,8.914348,-1.0836574,1.5438044,3.6105256,0.59769875,4.1787643,3.140533,-0.37265924,-4.467186,2.1687474
FOODS_1_011,-2.6431088,3.6163087,2.1465764,6.734301,-1.7763443,0.52173585,9.14685,-1.054487,1.5165596,3.908008,0.7931391,4.25033,2.6160479,-0.1376898,-4.7542667,1.983047
HOUSEHOLD_2_486,-2.16045,3.9014528,2.1869686,6.798053,-1.9518164,0.97057,8.8878565,-1.072596,1.5489936,3.5932097,0.59500736,4.1579113,3.1794174,-0.3732014,-4.448559,2.1812758
HOBBIES_1_031,-2.1834357,3.9019458,2.1783352,6.8060317,-1.9373434,0.9417074,8.906899,-1.0802567,1.5441867,3.6043098,0.59897053,4.175089,3.1529877,-0.3741185,-4.463814,2.1733165
FOODS_3_522,-2.2311656,3.8930807,2.158826,6.808842,-1.866329,0.8355865,8.947441,-1.105223,1.5181988,3.6439662,0.60095555,4.2408094,3.0628226,-0.37859124,-4.5055656,2.1653068
HOBBIES_1_058,-2.210017,3.9014418,2.1672287,6.8110886,-1.9021817,0.88561666,8.932966,-1.0928408,1.53051,3.6239638,0.6018549,4.2124853,3.1077766,-0.37814185,-4.4880304,2.170204
HOUSEHOLD_1_008,-2.2876723,3.8955796,2.13698,6.8261485,-1.8328546,0.7685913,8.996333,-1.1206172,1.5079932,3.6710594,0.61300254,4.2797546,3.0013487,-0.3799458,-4.545444,2.146263
HOBBIES_1_061,-2.1891177,3.906302,2.1733453,6.809459,-1.9250398,0.9235537,8.918119,-1.0840484,1.5389959,3.608858,0.5990549,4.1907635,3.1425185,-0.37800226,-4.470978,2.1752098
HOBBIES_1_025,-2.3454266,3.8211274,2.1530104,6.8011117,-1.8674141,0.7831256,8.982003,-1.1208066,1.5352937,3.691794,0.62510455,4.2008705,2.9345865,-0.33790654,-4.5440006,2.0799382
FOODS_2_308,-2.7145967,3.5892513,2.1290333,6.753361,-1.765793,0.46687758,9.207088,-1.0617008,1.5194098,3.9490612,0.8193095,4.2665377,2.544285,-0.11604856,-4.790969,1.9395576
HOUSEHOLD_2_408,-2.7282138,3.5745566,2.131623,6.7393847,-1.7539575,0.4456606,9.206018,-1.0551631,1.5144029,3.9611902,0.83007544,4.269062,2.5230873,-0.10424517,-4.8039207,1.9385712
FOODS_2_366,-2.7379494,3.5980437,2.0950801,6.730178,-1.6533505,0.3361819,9.211812,-1.0965593,1.4655952,3.9616382,0.807999,4.3539944,2.4559305,-0.15306507,-4.8264556,1.9537836
HOUSEHOLD_2_273,-2.1858633,3.9094305,2.1727672,6.807042,-1.9168434,0.91822165,8.915648,-1.0836359,1.5344472,3.6090665,0.5991142,4.1987762,3.1431475,-0.3793589,-4.473973,2.1821673
HOUSEHOLD_1_056,-2.8324301,3.636373,2.0715904,6.758527,-1.5956515,0.24320629,9.263185,-1.1629117,1.4489189,3.9613893,0.81837535,4.3831635,2.3502645,-0.20234242,-4.843682,1.9258974
HOUSEHOLD_2_281,-2.1776986,3.9078586,2.177006,6.802182,-1.9256762,0.9348807,8.904566,-1.0795594,1.538364,3.6029563,0.59898156,4.186968,3.1568987,-0.37813097,-4.4662976,2.18373
HOUSEHOLD_1_099,-2.2133548,3.8989697,2.1670506,6.8045754,-1.8961811,0.8798365,8.92601,-1.0939517,1.5303499,3.6247554,0.60192996,4.2116976,3.1023448,-0.3791177,-4.488809,2.1684527
FOODS_1_048,-2.3185863,3.8802044,2.1167927,6.788066,-1.7646066,0.6943541,8.975784,-1.1356612,1.4779645,3.6754997,0.61760753,4.3057795,2.9361823,-0.38698527,-4.5626726,2.1424913
HOUSEHOLD_1_095,-2.181009,3.912991,2.1723106,6.801766,-1.9110805,0.9168444,8.906413,-1.0839571,1.5324312,3.6065047,0.5974415,4.20185,3.1473343,-0.38210565,-4.4720287,2.1872535
HOBBIES_1_127,-2.269001,3.8888159,2.1448503,6.8131185,-1.8223877,0.7650245,8.981405,-1.1178695,1.5004188,3.6714714,0.60925746,4.287323,3.0039055,-0.37978554,-4.539927,2.1596937
HOUSEHOLD_2_170,-2.264167,3.916088,2.1394455,6.827077,-1.8483417,0.80139166,8.977618,-1.1144352,1.5120269,3.6499624,0.60992473,4.2702656,3.044478,-0.38791624,-4.5299673,2.1608758
HOUSEHOLD_2_442,-2.1987708,3.908242,2.1682625,6.8023424,-1.901464,0.89762616,8.914592,-1.0891696,1.5306737,3.6150992,0.60142285,4.2076025,3.1269646,-0.3816533,-4.4820333,2.179007
HOBBIES_2_131,-2.5811043,3.6805756,2.1425872,6.7460446,-1.8101554,0.61333925,9.06265,-1.1265714,1.5395948,3.8020718,0.72403914,4.1644726,2.6692715,-0.24105275,-4.6462398,1.9618651
HOBBIES_1_088,-2.1975987,3.903281,2.1678445,6.7911525,-1.8739173,0.8699004,8.90776,-1.0938001,1.5213906,3.6233988,0.5990612,4.224949,3.1078563,-0.38416952,-4.486635,2.1857984
FOODS_2_335,-2.5422482,3.851678,2.047523,6.8839393,-1.6670284,0.43815786,9.213055,-1.1915025,1.4605923,3.8208933,0.6696612,4.4574547,2.6772642,-0.3624348,-4.7179375,2.0439372
HOUSEHOLD_1_312,-2.2554312,3.8956966,2.152391,6.8146734,-1.8649215,0.82616043,8.958363,-1.1069969,1.520925,3.6491182,0.6108981,4.241541,3.0529594,-0.3762493,-4.5191727,2.1551263
HOUSEHOLD_1_089,-2.178383,3.9165297,2.1693678,6.7966776,-1.8883642,0.8960001,8.906309,-1.0855336,1.5226188,3.6098506,0.5983833,4.222891,3.1419802,-0.38750568,-4.4794216,2.198932
FOODS_2_195,-2.676621,3.678985,2.0798712,6.8326745,-1.7050278,0.39494354,9.274962,-1.1289555,1.4877369,3.93936,0.7657957,4.3866444,2.541338,-0.21903807,-4.7961783,1.9559673
HOBBIES_2_115,-2.383428,3.8899186,2.0981097,6.8485713,-1.7721782,0.65090364,9.070093,-1.1502898,1.4913609,3.7149875,0.62947905,4.339531,2.8879375,-0.3834926,-4.6055083,2.1077895
HOUSEHOLD_2_076,-2.487266,3.7661936,2.1253412,6.8094573,-1.7953926,0.6227693,9.101344,-1.1154491,1.5114858,3.7942233,0.6904584,4.2825212,2.7804906,-0.2798475,-4.65864,2.0429738
FOODS_3_268,-2.3429663,3.8693485,2.1083744,6.776307,-1.7192136,0.6334628,8.981791,-1.147228,1.4607067,3.6934197,0.6177577,4.338191,2.884355,-0.39062294,-4.5860105,2.1416662
HOBBIES_1_296,-2.2310388,3.9199436,2.1472385,6.8113723,-1.8437774,0.81831646,8.950526,-1.1045505,1.5069265,3.6383731,0.6069192,4.271205,3.0761955,-0.3917705,-4.518692,2.185511
HOUSEHOLD_1_492,-2.19971,3.9205382,2.1597466,6.8025966,-1.8711821,0.8662199,8.922592,-1.0922022,1.516112,3.61942,0.60284203,4.241329,3.117791,-0.39079866,-4.4949894,2.1943762
HOBBIES_2_032,-2.294209,3.899498,2.1289082,6.810563,-1.7889861,0.72085977,8.991468,-1.1279944,1.4897994,3.6772013,0.61447763,4.3141155,2.9751184,-0.39124295,-4.5576468,2.1577394
FOODS_3_181,-3.2386053,3.529751,1.9525776,6.724932,-1.287818,-0.29587546,9.494152,-1.2003365,1.3574338,4.187479,0.9761069,4.6321974,1.8535285,-0.111959554,-5.1197867,1.8160088
HOBBIES_1_239,-2.218691,3.9204419,2.1510687,6.8071766,-1.8462565,0.82786936,8.940626,-1.1019597,1.5075002,3.633763,0.6044549,4.267618,3.0882807,-0.39190575,-4.5121174,2.1913202
HOBBIES_2_120,-2.2562237,3.9087985,2.1425173,6.8099265,-1.8268634,0.78452295,8.963669,-1.1126357,1.5039998,3.653847,0.6115015,4.280381,3.0368273,-0.3896727,-4.5310025,2.1704488
FOODS_2_373,-2.3226712,3.9211037,2.1105976,6.8343587,-1.7673719,0.6817937,9.026899,-1.1382056,1.4823054,3.6882682,0.6206973,4.351906,2.9540288,-0.39965242,-4.583131,2.156938
HOUSEHOLD_2_347,-2.3324282,3.8781006,2.1273613,6.8271055,-1.8125604,0.7273472,9.024446,-1.1233408,1.5043118,3.698955,0.630576,4.2957582,2.9572704,-0.3657161,-4.579228,2.1303945
HOUSEHOLD_2_426,-2.7106435,3.5995576,2.1229935,6.717025,-1.6894509,0.39396247,9.185661,-1.0491998,1.483768,3.9676178,0.82439953,4.334813,2.528951,-0.11883737,-4.834463,1.9878566
HOUSEHOLD_2_434,-2.3011024,3.9224143,2.1178439,6.826464,-1.7752775,0.70395243,9.008226,-1.1314893,1.4838295,3.6782908,0.6186647,4.342249,2.9799824,-0.39931646,-4.5716505,2.167794
FOODS_3_408,-2.2331347,3.9319794,2.1391695,6.8092394,-1.8050934,0.7760515,8.957444,-1.1116366,1.4903402,3.6461945,0.6072674,4.312454,3.060476,-0.4012319,-4.533411,2.2011492
FOODS_3_554,-2.5263913,3.7020125,2.1399193,6.7547846,-1.7637695,0.5721171,9.103023,-1.0660222,1.4982617,3.8537555,0.73840386,4.2979803,2.7369144,-0.20827161,-4.7194476,2.0566447
FOODS_2_211,-3.163793,3.5799067,1.97562,6.777485,-1.399469,-0.13360626,9.467476,-1.240762,1.4056559,4.102955,0.9228302,4.523237,1.9550009,-0.17887601,-5.01348,1.796309
HOUSEHOLD_1_125,-2.2636302,3.930437,2.1300485,6.819601,-1.803212,0.75587755,8.977107,-1.1184341,1.4926174,3.654454,0.6122648,4.315275,3.0325372,-0.40151554,-4.5463285,2.182559
HOBBIES_1_106,-2.2572172,3.9265509,2.1319933,6.8089905,-1.7966315,0.7540409,8.966718,-1.1170446,1.4895626,3.6525269,0.6111079,4.313238,3.031263,-0.40324458,-4.543537,2.18685
HOBBIES_1_213,-2.246659,3.934182,2.1344302,6.814295,-1.8075786,0.771607,8.966757,-1.1132365,1.4924569,3.6464682,0.61085784,4.3110247,3.053295,-0.40279382,-4.5384583,2.193048
HOBBIES_1_041,-2.279261,3.9474585,2.1075363,6.7994967,-1.7068676,0.65265155,8.981816,-1.1356242,1.4474639,3.6685448,0.6129577,4.398326,2.977789,-0.42344472,-4.583984,2.2140536
FOODS_3_161,-2.2754638,3.9264877,2.1259851,6.80639,-1.7729939,0.72208756,8.974811,-1.1231337,1.4814354,3.6636655,0.61623406,4.332308,3.0081677,-0.40629724,-4.5595613,2.1860185
HOUSEHOLD_2_500,-2.2877128,3.9479227,2.1101134,6.820151,-1.7352092,0.6721017,9.003189,-1.1329628,1.4631231,3.673375,0.61692226,4.3865833,2.9867992,-0.4169022,-4.583373,2.2001822
HOUSEHOLD_2_485,-2.4588168,3.793002,2.117986,6.814334,-1.7672428,0.6070365,9.093161,-1.1249695,1.4972973,3.7879386,0.6748188,4.3207417,2.7981508,-0.30312192,-4.6579785,2.0691016
HOUSEHOLD_2_356,-2.2940078,3.9360175,2.113787,6.8212276,-1.7577883,0.69400066,9.000443,-1.1310805,1.4758574,3.6739774,0.619372,4.358433,2.9899907,-0.40814063,-4.5752845,2.1832156
HOUSEHOLD_2_136,-2.2716367,3.9288867,2.1257222,6.808632,-1.775992,0.7263062,8.974867,-1.1221813,1.4829218,3.6620376,0.61586004,4.332426,3.0135326,-0.4052209,-4.556779,2.1868854
HOUSEHOLD_1_360,-2.281636,3.9400096,2.1145167,6.8151793,-1.7396284,0.67932564,8.993185,-1.1319565,1.4669636,3.6746836,0.61493844,4.376814,2.9894989,-0.41320726,-4.575761,2.1975787
HOUSEHOLD_2_119,-2.2728763,3.9464648,2.116051,6.8134894,-1.7464552,0.69599247,8.98629,-1.1278684,1.4682329,3.6653621,0.6153972,4.370023,3.0075598,-0.41512182,-4.570934,2.203651
HOUSEHOLD_2_241,-2.2630708,3.941286,2.1221335,6.810989,-1.7596824,0.710899,8.978659,-1.1232055,1.4724287,3.6608677,0.6118965,4.3583803,3.017433,-0.41390872,-4.562362,2.2035782
HOBBIES_1_079,-2.2837787,3.9511044,2.1094606,6.8206463,-1.7374463,0.6785053,8.999178,-1.1313634,1.4653498,3.6707633,0.61739594,4.3841114,2.9968355,-0.41732633,-4.57957,2.2022314
FOODS_3_630,-2.3237247,3.934633,2.100327,6.8255196,-1.7085865,0.6202367,9.030878,-1.1454684,1.4564435,3.6994646,0.6230113,4.41238,2.9342644,-0.41313916,-4.605449,2.1831083
FOODS_3_095,-2.264912,3.9123268,2.1309934,6.7849693,-1.7847341,0.74192405,8.947371,-1.1192906,1.487882,3.6504095,0.6125438,4.3021917,3.009796,-0.40350103,-4.5414367,2.1781833
FOODS_2_076,-2.6382935,3.6697896,2.1163416,6.738988,-1.6867744,0.43605357,9.153469,-1.0776056,1.4752028,3.909785,0.7809695,4.350672,2.6041267,-0.18429972,-4.788765,2.0267024
FOODS_3_486,-2.6851344,3.609628,2.1283457,6.7011447,-1.6746695,0.3948428,9.156894,-1.0405595,1.4753288,3.96035,0.8189131,4.349015,2.5547705,-0.120594725,-4.833983,2.0152366
FOODS_1_035,-2.769361,3.646972,2.078214,6.7290196,-1.5544885,0.22201103,9.236203,-1.1047946,1.4306185,3.9905891,0.82307726,4.4639664,2.4202824,-0.17209959,-4.8865466,2.0048678
FOODS_3_302,-2.6061234,3.738806,2.0967731,6.7796564,-1.677465,0.44928998,9.13625,-1.1467582,1.4764667,3.8496814,0.7237726,4.3510933,2.6153665,-0.27586228,-4.7320347,2.0166018
FOODS_2_348,-2.3088408,3.9222503,2.1084766,6.7948527,-1.7152835,0.6412142,8.985177,-1.1439705,1.461318,3.6808069,0.6156834,4.3742056,2.93908,-0.4157223,-4.584149,2.1787438
FOODS_3_742,-4.2040906,3.2604191,1.6972418,6.7354474,-0.82625693,-1.2564231,10.026306,-1.4841533,1.2407911,4.5127144,1.2561781,4.836153,0.660739,-0.051152594,-5.47258,1.3337221
FOODS_2_332,-2.309786,3.9505556,2.0980551,6.823462,-1.7020174,0.623449,9.020792,-1.144381,1.4527721,3.690154,0.6203477,4.420285,2.9534054,-0.42077637,-4.6020646,2.197217
HOBBIES_1_092,-2.303094,3.9554543,2.1005523,6.825636,-1.7163577,0.6452807,9.017009,-1.1395987,1.4558259,3.6804433,0.6210412,4.4074116,2.9718726,-0.42138985,-4.596776,2.2002509
HOUSEHOLD_2_191,-2.2728684,3.953099,2.1102896,6.808384,-1.7169744,0.66299075,8.986637,-1.1322719,1.453772,3.6689448,0.6145057,4.4001493,2.9937756,-0.42396572,-4.581077,2.2164378
HOBBIES_1_109,-2.4072454,3.875474,2.1027606,6.809577,-1.7097505,0.58980143,9.042718,-1.149783,1.4703302,3.7357786,0.63914305,4.3702564,2.8464005,-0.3755434,-4.641302,2.1271234
HOUSEHOLD_1_270,-2.2853758,3.9568572,2.1047902,6.8174067,-1.7125413,0.6526415,9.000742,-1.136864,1.4543313,3.67526,0.617345,4.4084625,2.9864886,-0.42334104,-4.589517,2.2114913
HOUSEHOLD_2_025,-2.5088105,3.9619575,2.015303,6.891441,-1.5751411,0.37150496,9.192506,-1.214808,1.4170867,3.7840905,0.6507927,4.562825,2.7196178,-0.43599066,-4.7273574,2.122122
HOUSEHOLD_2_375,-2.5262609,3.674399,2.1526365,6.7210636,-1.7508175,0.5618938,9.07973,-1.0344427,1.4945724,3.876947,0.75315034,4.307496,2.7426615,-0.17025676,-4.745625,2.0746355
HOUSEHOLD_2_495,-3.310649,3.564537,1.9283336,6.7664094,-1.2373556,-0.39102387,9.569346,-1.2383363,1.3472409,4.213298,0.9908749,4.6994715,1.7774302,-0.14345972,-5.163056,1.8038872
HOUSEHOLD_2_505,-2.594989,3.667473,2.113566,6.770663,-1.7043084,0.45219073,9.186978,-1.0633054,1.4787419,3.937638,0.7661743,4.391301,2.6447659,-0.17712933,-4.80585,2.0364096
HOUSEHOLD_2_016,-2.4369814,3.9430895,2.0486372,6.8609657,-1.622785,0.46610433,9.132503,-1.1838801,1.427321,3.7560196,0.64333755,4.505908,2.8009927,-0.421156,-4.688102,2.149354
HOUSEHOLD_1_432,-2.4150977,3.9531236,2.0533848,6.852024,-1.6146907,0.46587193,9.112699,-1.1832294,1.4223408,3.746438,0.63483423,4.5168486,2.8148344,-0.43120363,-4.6779356,2.1655626
HOUSEHOLD_2_093,-2.7733898,3.7141926,2.0503948,6.7599263,-1.5382258,0.22539473,9.2174225,-1.1929224,1.433147,3.9171863,0.7733393,4.4343166,2.3945782,-0.27889088,-4.8283067,1.9710774
HOUSEHOLD_1_362,-2.2817137,3.9539585,2.1075547,6.8096485,-1.7155651,0.6592336,8.990201,-1.1322159,1.4555771,3.6716206,0.6194586,4.3990765,2.9911885,-0.42405382,-4.5860763,2.2125778
HOBBIES_1_280,-2.5262032,3.6778674,2.1418293,6.7383575,-1.7388504,0.54172367,9.106741,-1.0399159,1.489584,3.8914692,0.75149953,4.3377056,2.7360122,-0.17539328,-4.7588763,2.0734456
HOUSEHOLD_2_033,-2.2929127,3.9643598,2.0979521,6.8147707,-1.6865201,0.620875,9.005567,-1.1402024,1.4424661,3.6804368,0.61972904,4.4346533,2.9714248,-0.43107155,-4.6027474,2.2201319
FOODS_2_157,-2.4353282,3.914625,2.061018,6.831619,-1.6190177,0.4643212,9.105785,-1.1766671,1.4277328,3.7583325,0.6450476,4.4865255,2.7836094,-0.4153975,-4.684515,2.1438463
HOUSEHOLD_1_154,-2.826917,3.6088588,2.075797,6.702393,-1.525024,0.15909101,9.249057,-1.0825999,1.4257746,4.0351477,0.8580664,4.4820175,2.3619967,-0.1311703,-4.938727,1.9936676
FOODS_3_206,-2.6951132,3.6427407,2.101003,6.72863,-1.6163737,0.32067686,9.195908,-1.0692155,1.4530044,3.976457,0.80723757,4.4291143,2.524794,-0.15582965,-4.859884,2.0262759
